transaction_id,customer_id,date,amount,product_id
T698,C1141,2023-02-13,54.16,38
T699,C1287,2023-04-25,51.58,3
T700,C1186,2024-07-30,25.95,30
T701,C1060,2023-09-01,104.92,47
T702,C1093,2023-06-11,67.77,20
T703,C1244,2024-04-25,29.59,17
T704,C1037,2023-09-28,23.79,40
T705,C1215,2024-04-24,60.76,11
T706,C1121,2023-04-03,15.02,33
T707,C1269,2023-10-02,90.74,23
T708,C1122,2024-04-14,39.6,29
T709,C1277,2024-03-21,21.76,42
T710,C1049,2024-01-28,73.54,32
T711,C1071,2023-09-23,29.81,20
T712,C1131,2024-04-22,48.94,35
T713,C1276,2023-08-05,58.96,23
T714,C1265,2024-01-18,27.77,32
T715,C1120,2023-11-13,67.78,32
T716,C1256,2023-06-24,108.4,13
T717,C1203,2023-04-27,95.45,2
T718,C1294,2023-11-05,51.19,35
T719,C1285,2023-07-03,83.4,45
T720,C1246,2023-10-27,25.22,17
T721,C1178,2024-02-14,47.87,35
T722,C1112,2024-04-10,98.1,20
T723,C1174,2024-03-22,26.06,29
T724,C1246,2023-10-23,59.87,30
T725,C1021,2023-02-02,85.0,18
T726,C1111,2023-04-15,57.65,22
T727,C1178,2024-03-01,133.84,48
T728,C1227,2023-12-12,41.71,39
T729,C1072,2024-04-19,37.88,4
T730,C1084,2023-10-12,19.35,15
T731,C1116,2023-09-16,61.51,1
T732,C1227,2023-05-22,57.83,20
T733,C1113,2023-02-06,31.07,30
T734,C1027,2023-03-25,67.41,41
T735,C1292,2024-02-01,123.66,34
T736,C1112,2023-12-03,38.32,23
T737,C1191,2023-05-23,109.89,8
T738,C1116,2023-07-30,81.12,32
T739,C1217,2024-01-09,48.07,42
T740,C1227,2023-08-10,9.61,9
T741,C1051,2023-08-07,15.3,22
T742,C1039,2023-06-06,49.2,19
T743,C1091,2024-01-05,31.52,17
T744,C1025,2024-05-31,64.65,6
T745,C1263,2023-05-30,37.73,36
T746,C1286,2023-06-18,46.77,9
T747,C1036,2023-10-04,32.89,20
T748,C1087,2023-04-21,36.84,48
T749,C1285,2023-11-01,67.84,8
T750,C1179,2024-05-28,13.65,24
T751,C1128,2024-01-01,100.94,22
T752,C1047,2023-04-06,75.28,42
T753,C1116,2023-04-28,12.61,2
T754,C1103,2023-02-14,63.43,27
T755,C1154,2024-07-11,41.55,16
T756,C1195,2023-07-20,35.78,35
T757,C1132,2023-06-17,46.3,29
T758,C1063,2024-05-13,48.07,19
T759,C1141,2023-06-27,30.08,4
T760,C1179,2023-05-15,38.44,35
T761,C1127,2023-05-29,95.85,22
T762,C1258,2023-08-18,16.99,1
T763,C1210,2023-02-09,87.52,24
T764,C1268,2024-01-07,30.78,23
T765,C1082,2023-09-03,70.41,2
T766,C1143,2024-07-16,19.88,31
T767,C1049,2024-03-23,30.4,11
T768,C1280,2023-08-11,44.98,5
T769,C1130,2024-02-16,10.03,3
T770,C1246,2024-04-12,20.33,38
T771,C1026,2023-04-24,119.85,26
T772,C1214,2023-04-03,83.1,48
T773,C1134,2023-03-21,89.78,32
T774,C1266,2023-01-27,74.82,36
T775,C1148,2023-07-06,36.05,1
T776,C1039,2024-04-05,132.35,2
T777,C1235,2024-03-21,162.95,28
T778,C1211,2023-08-08,23.57,14
T779,C1032,2023-10-11,51.89,43
T780,C1042,2024-03-21,48.43,3
T781,C1119,2024-06-19,50.66,3
T782,C1211,2023-06-13,88.99,2
T783,C1234,2024-01-16,52.89,30
T784,C1009,2023-12-11,56.99,40
T785,C1101,2023-12-27,52.99,16
T786,C1280,2024-04-10,20.97,45
T787,C1250,2024-03-21,131.08,8
T788,C1016,2023-08-18,19.22,6
T789,C1215,2024-03-11,42.97,43
T790,C1250,2023-02-01,46.16,45
T791,C1012,2023-07-19,66.19,16
T792,C1114,2023-05-07,75.44,42
T793,C1115,2023-05-30,11.42,42
T794,C1234,2024-06-07,58.87,10
T795,C1229,2023-09-11,26.28,45
T796,C1169,2023-02-12,69.49,36
T797,C1157,2023-10-11,11.77,13
T798,C1035,2023-02-10,61.44,27
T799,C1201,2023-03-24,8.13,43
T800,C1144,2023-08-11,20.67,37
T801,C1297,2023-09-13,49.74,45
T802,C1022,2023-05-15,76.34,18
T803,C1202,2024-01-07,84.24,1
T804,C1154,2023-10-16,66.74,19
T805,C1163,2023-03-20,35.23,44
T806,C1298,2024-04-21,62.08,24
T807,C1253,2023-03-22,50.46,32
T808,C1118,2023-07-28,37.09,29
T809,C1129,2023-04-11,94.99,1
T810,C1103,2024-07-01,57.07,3
T811,C1003,2023-06-14,56.47,26
T812,C1089,2024-05-17,83.54,23
T813,C1081,2024-07-11,37.76,42
T814,C1159,2023-05-08,50.0,29
T815,C1178,2023-01-15,22.35,42
T816,C1294,2023-01-08,28.58,39
T817,C1284,2023-04-17,19.0,44
T818,C1211,2023-08-21,23.49,6
T819,C1182,2023-04-06,26.04,26
T820,C1088,2024-07-09,48.09,28
T821,C1085,2023-10-03,71.21,6
T822,C1148,2024-05-06,36.12,22
T823,C1297,2023-01-09,55.73,17
T824,C1225,2023-03-18,159.58,39
T825,C1120,2023-09-23,33.93,15
T826,C1172,2023-04-05,43.49,39
T827,C1068,2023-04-05,40.0,31
T828,C1028,2023-01-14,126.93,28
T829,C1165,2023-06-06,59.97,14
T830,C1091,2024-03-18,17.78,2
T831,C1103,2024-04-04,64.55,28
T832,C1253,2023-10-23,28.53,15
T833,C1033,2023-04-17,49.08,16
T834,C1184,2023-09-18,78.54,14
T835,C1213,2023-12-24,58.44,23
T836,C1133,2023-03-27,25.73,5
T837,C1207,2023-08-24,16.38,32
T838,C1029,2024-04-22,34.33,17
T839,C1291,2023-08-31,62.18,41
T840,C1275,2023-09-30,33.93,23
T841,C1041,2024-04-18,33.95,3
T842,C1174,2024-01-25,199.78,20
T843,C1273,2023-04-04,52.16,23
T844,C1035,2023-12-20,89.7,36
T845,C1239,2024-06-19,6.5,16
T846,C1137,2023-05-03,24.84,12
T847,C1075,2024-06-02,19.79,31
T848,C1295,2023-12-07,38.25,33
T849,C1143,2024-01-23,84.64,36
T850,C1063,2023-07-12,70.44,39
T851,C1189,2023-01-29,56.26,35
T852,C1176,2023-01-16,75.1,8
T853,C1094,2024-01-20,48.4,8
T854,C1218,2024-07-24,55.46,15
T855,C1032,2023-12-15,129.44,8
T856,C1181,2023-07-27,80.73,48
T857,C1251,2024-03-23,102.23,43
T858,C1227,2024-07-02,149.61,42
T859,C1049,2023-05-05,22.01,16
T860,C1238,2023-03-02,163.27,29
T861,C1147,2024-07-06,22.0,35
T862,C1029,2023-01-27,107.94,44
T863,C1131,2024-05-28,46.81,1
T864,C1083,2023-03-25,157.1,43
T865,C1270,2023-03-08,106.77,30
T866,C1109,2023-06-10,30.6,40
T867,C1167,2023-07-02,74.95,12
T868,C1191,2023-07-11,75.64,43
T869,C1127,2023-01-19,35.03,33
T870,C1038,2024-05-10,61.44,34
T871,C1293,2024-04-26,35.74,5
T872,C1077,2024-01-30,44.09,38
T873,C1105,2024-06-14,50.95,44
T874,C1103,2024-06-27,54.73,44
T875,C1217,2024-07-28,25.65,34
T876,C1023,2023-08-06,141.97,45
T877,C1070,2023-12-21,19.61,31
T878,C1272,2024-03-18,59.57,36
T879,C1227,2024-01-22,35.43,24
T880,C1171,2024-04-03,110.43,23
T881,C1225,2024-01-29,40.09,39
T882,C1102,2023-08-13,40.03,22
T883,C1248,2023-11-27,137.51,22
T884,C1241,2023-04-26,38.81,41
T885,C1145,2024-07-06,52.17,32
T886,C1213,2024-06-03,31.67,12
T887,C1066,2023-12-19,71.9,20
T888,C1081,2024-03-21,60.63,28
T889,C1189,2023-07-14,25.63,1
T890,C1012,2023-08-10,63.03,22
T891,C1273,2023-10-25,37.79,23
T892,C1228,2023-06-03,68.28,40
T893,C1092,2023-01-11,24.2,40
T894,C1079,2023-08-18,86.77,48
T895,C1006,2024-02-24,93.75,32
T896,C1105,2023-06-01,29.24,20
T897,C1055,2024-02-07,50.9,5
T898,C1266,2023-12-14,76.5,22
T899,C1279,2023-09-02,19.95,2
T900,C1062,2024-02-25,55.92,3
T901,C1001,2024-05-08,63.62,9
T902,C1067,2024-07-05,22.42,30
T903,C1016,2024-03-14,30.23,31
T904,C1212,2023-02-23,107.7,25
T905,C1029,2023-07-15,66.15,15
T906,C1063,2023-11-03,43.51,10
T907,C1267,2023-02-14,25.37,13
T908,C1222,2023-08-31,76.11,7
T909,C1114,2023-03-18,36.15,43
T910,C1041,2023-11-18,166.19,30
T911,C1207,2023-04-17,64.54,1
T912,C1090,2023-06-07,97.0,35
T913,C1211,2023-06-26,60.34,41
T914,C1246,2024-07-18,121.65,8
T915,C1130,2023-09-17,65.75,18
T916,C1041,2023-11-19,28.35,35
T917,C1219,2024-06-22,61.52,40
T918,C1258,2023-01-09,43.57,35
T919,C1138,2023-06-11,59.72,15
T920,C1123,2023-09-04,46.22,17
T921,C1162,2024-06-05,51.86,26
T922,C1264,2024-02-24,36.55,22
T923,C1092,2024-01-30,41.68,7
T924,C1095,2023-08-08,60.82,44
T925,C1000,2024-05-10,45.33,14
T926,C1008,2023-04-18,95.24,22
T927,C1177,2023-08-22,84.65,32
T928,C1289,2023-07-26,41.54,27
T929,C1079,2023-01-02,23.21,34
T930,C1080,2023-02-23,109.03,22
T931,C1082,2024-04-01,41.13,9
T932,C1092,2024-07-01,22.62,37
T933,C1263,2023-05-23,32.25,32
T934,C1279,2023-02-14,44.52,5
T935,C1108,2023-03-24,111.48,48
T936,C1140,2023-02-03,85.38,22
T937,C1030,2024-04-08,57.05,30
T938,C1062,2023-01-29,20.86,10
T939,C1189,2024-02-03,42.68,14
T940,C1011,2024-04-05,35.87,27
T941,C1161,2023-05-04,118.78,34
T942,C1158,2023-05-13,48.0,4
T943,C1017,2023-06-05,180.67,29
T944,C1144,2024-03-16,71.98,1
T945,C1104,2024-06-28,32.88,33
T946,C1039,2024-03-14,59.25,42
T947,C1183,2023-06-05,29.61,42
T948,C1258,2024-02-20,70.38,35
T949,C1083,2024-02-12,9.95,46
T950,C1168,2023-09-03,103.73,21
T951,C1295,2023-03-17,60.29,8
T952,C1257,2023-07-02,83.33,29
T953,C1239,2024-04-17,21.88,13
T954,C1111,2023-10-27,168.81,47
T955,C1151,2023-03-10,21.7,7
T956,C1016,2024-06-14,59.92,31
T957,C1274,2023-10-27,21.6,49
T958,C1005,2023-07-22,42.99,6
T959,C1010,2023-01-21,64.47,49
T960,C1013,2023-11-28,17.89,12
T961,C1067,2023-11-16,48.29,37
T962,C1268,2023-03-29,68.89,46
T963,C1274,2024-05-06,26.25,31
T964,C1162,2023-10-20,88.5,26
T965,C1152,2023-02-18,46.93,8
T966,C1099,2023-04-24,22.67,14
T967,C1051,2023-06-09,33.74,15
T968,C1194,2024-03-10,29.26,5
T969,C1171,2024-03-19,50.66,7
T970,C1149,2024-04-21,76.14,40
T971,C1219,2023-12-19,52.32,18
T972,C1080,2024-06-11,62.98,16
T973,C1181,2023-07-01,51.77,5
T974,C1247,2023-12-05,72.68,10
T975,C1013,2023-12-31,97.97,1
T976,C1124,2023-08-02,16.44,5
T977,C1011,2023-09-21,57.39,3
T978,C1042,2024-02-14,46.82,9
T979,C1122,2024-05-15,116.68,22
T980,C1133,2024-06-18,93.81,17
T981,C1004,2023-06-19,20.59,8
T982,C1024,2024-02-21,36.67,42
T983,C1025,2024-03-15,12.96,3
T984,C1275,2024-06-27,66.62,6
T985,C1192,2024-01-04,61.5,37
T986,C1096,2023-04-27,42.89,32
T987,C1131,2024-03-05,17.15,38
T988,C1139,2023-04-09,67.58,45
T989,C1025,2023-08-08,28.08,47
T990,C1075,2023-10-11,76.25,31
T991,C1262,2024-02-25,29.04,40
T992,C1054,2023-04-08,151.95,41
T993,C1110,2024-02-10,113.82,47
T994,C1139,2023-03-25,112.85,1
T995,C1264,2023-08-13,12.63,32
T996,C1284,2023-03-12,93.08,21
T997,C1182,2023-01-16,100.21,26
T998,C1211,2023-07-08,32.11,46
T999,C1186,2024-07-12,51.29,21
T1000,C1155,2023-11-22,38.59,33
T1001,C1127,2024-02-18,85.31,17
T1002,C1106,2023-05-13,163.66,41
T1003,C1201,2023-04-29,23.81,1
T1004,C1070,2024-06-09,20.91,21
T1005,C1073,2024-02-28,71.64,35
T1006,C1188,2023-10-11,25.73,39
T1007,C1077,2023-06-11,82.05,16
T1008,C1138,2024-05-14,41.86,45
T1009,C1262,2023-09-30,68.8,36
T1010,C1043,2023-01-31,88.53,47
T1011,C1061,2024-05-13,59.51,47
T1012,C1291,2023-08-31,92.12,6
T1013,C1115,2023-09-17,25.76,39
T1014,C1143,2023-08-10,23.39,38
T1015,C1223,2023-06-17,59.16,25
T1016,C1295,2023-12-15,24.31,42
T1017,C1099,2023-06-27,51.62,28
T1018,C1149,2023-10-23,72.35,7
T1019,C1109,2023-02-14,52.15,44
T1020,C1261,2024-04-28,67.22,10
T1021,C1272,2023-05-08,62.82,12
T1022,C1019,2023-12-17,6.37,44
T1023,C1061,2023-06-07,45.44,29
T1024,C1188,2023-04-18,38.39,11
T1025,C1072,2023-04-11,112.63,30
T1026,C1044,2024-02-14,106.66,22
T1027,C1266,2023-02-06,36.59,30
T1028,C1276,2024-04-06,89.53,29
T1029,C1082,2023-09-28,44.95,15
T1030,C1184,2023-09-21,76.92,27
T1031,C1099,2023-05-05,20.92,23
T1032,C1046,2023-07-27,78.85,36
T1033,C1264,2024-03-04,81.44,25
T1034,C1001,2024-05-31,18.03,9
T1035,C1096,2024-06-19,69.33,39
T1036,C1015,2023-12-27,111.25,40
T1037,C1299,2023-06-08,50.27,48
T1038,C1158,2023-02-14,101.78,8
T1039,C1246,2023-11-28,27.88,3
T1040,C1123,2023-11-17,25.46,41
T1041,C1254,2023-10-21,20.5,40
T1042,C1172,2023-11-02,88.19,1
T1043,C1067,2023-02-13,9.18,24
T1044,C1003,2023-08-17,80.01,19
T1045,C1065,2023-03-14,45.07,32
T1046,C1297,2024-05-11,86.12,44
T1047,C1225,2024-05-28,61.58,27
T1048,C1265,2024-04-22,52.51,49
T1049,C1248,2023-10-03,79.12,40
T1050,C1186,2024-04-10,92.64,27
T1051,C1067,2024-04-11,100.64,20
T1052,C1120,2023-07-22,97.12,1
T1053,C1061,2023-02-08,84.54,20
T1054,C1268,2024-05-04,36.57,24
T1055,C1073,2023-12-11,47.08,27
T1056,C1240,2023-09-18,15.82,24
T1057,C1041,2024-05-16,44.76,48
T1058,C1118,2024-07-05,46.34,32
T1059,C1126,2024-05-17,110.65,21
T1060,C1219,2023-01-08,138.16,42
T1061,C1150,2023-01-04,23.23,21
T1062,C1249,2023-10-11,15.12,7
T1063,C1188,2023-10-30,32.92,25
T1064,C1000,2023-05-16,60.76,15
T1065,C1016,2023-08-03,136.73,49
T1066,C1126,2023-11-25,20.96,47
T1067,C1057,2024-03-16,20.15,8
T1068,C1068,2024-03-15,21.73,38
T1069,C1035,2023-02-12,106.14,30
T1070,C1291,2023-08-11,34.26,41
T1071,C1081,2023-06-03,42.85,30
T1072,C1204,2023-06-17,22.94,44
T1073,C1055,2024-04-16,72.81,44
T1074,C1039,2023-09-06,41.34,17
T1075,C1280,2023-09-30,52.14,18
T1076,C1145,2024-07-21,32.62,8
T1077,C1112,2023-09-20,35.45,31
T1078,C1059,2024-03-11,102.3,43
T1079,C1041,2024-07-15,36.02,13
T1080,C1016,2024-07-20,77.24,29
T1081,C1199,2023-07-05,39.2,20
T1082,C1030,2023-08-23,24.04,28
T1083,C1291,2023-01-25,63.61,4
T1084,C1086,2024-03-09,27.89,24
T1085,C1238,2023-08-16,54.31,14
T1086,C1093,2023-01-08,94.08,14
T1087,C1194,2023-03-30,43.8,20
T1088,C1188,2023-04-14,33.08,15
T1089,C1113,2023-02-17,96.73,15
T1090,C1061,2023-02-10,48.03,14
T1091,C1120,2023-11-26,32.09,21
T1092,C1099,2023-05-16,52.01,7
T1093,C1090,2024-07-07,78.99,15
T1094,C1068,2023-11-28,74.46,7
T1095,C1241,2023-12-03,65.08,13
T1096,C1106,2023-10-31,71.04,35
T1097,C1241,2024-01-11,50.18,17
T1098,C1190,2024-03-29,22.45,26
T1099,C1146,2023-07-07,52.35,33
T1100,C1216,2023-12-22,13.33,30
T1101,C1258,2023-11-28,68.34,31
T1102,C1044,2024-02-02,25.55,49
T1103,C1195,2024-03-12,21.55,49
T1104,C1079,2024-03-19,118.5,32
T1105,C1205,2023-12-08,59.08,7
T1106,C1149,2023-02-11,57.96,20
T1107,C1080,2024-04-10,41.51,40
T1108,C1109,2024-07-15,54.74,20
T1109,C1072,2023-11-16,32.58,4
T1110,C1205,2023-09-13,37.21,48
T1111,C1068,2023-04-25,52.34,12
T1112,C1262,2023-09-24,52.55,40
T1113,C1273,2023-12-04,4.36,1
T1114,C1062,2024-03-25,108.21,48
T1115,C1240,2023-10-12,32.46,25
T1116,C1146,2023-04-16,85.79,37
T1117,C1269,2023-04-07,100.85,1
T1118,C1165,2023-11-06,64.14,34
T1119,C1246,2023-12-26,38.1,4
T1120,C1271,2024-05-26,71.98,6
T1121,C1241,2024-04-18,39.16,32
T1122,C1120,2023-12-02,24.28,16
T1123,C1130,2023-03-20,5.1,32
T1124,C1091,2024-04-23,76.41,24
T1125,C1229,2023-11-13,55.71,5
T1126,C1022,2024-05-04,114.3,19
T1127,C1049,2024-03-01,49.37,31
T1128,C1049,2023-07-03,60.91,14
T1129,C1196,2023-08-22,57.02,21
T1130,C1135,2023-08-28,42.71,29
T1131,C1012,2023-06-06,69.72,43
T1132,C1120,2024-03-22,71.28,44
T1133,C1289,2023-08-04,71.25,29
T1134,C1100,2024-02-09,27.34,30
T1135,C1263,2023-11-11,43.62,26
T1136,C1108,2023-08-26,137.36,6
T1137,C1049,2024-02-03,57.92,49
T1138,C1014,2023-04-12,33.32,25
T1139,C1230,2023-11-21,17.5,14
T1140,C1144,2023-03-27,104.7,21
T1141,C1247,2023-03-04,93.06,23
T1142,C1200,2024-04-26,65.23,39
T1143,C1012,2024-04-19,39.17,38
T1144,C1176,2024-01-27,75.52,22
T1145,C1169,2024-06-19,97.01,36
T1146,C1043,2023-12-18,56.64,43
T1147,C1126,2023-02-28,52.66,3
T1148,C1114,2023-08-11,40.25,28
T1149,C1185,2023-05-25,51.75,1
T1150,C1199,2024-02-23,28.27,25
T1151,C1265,2023-04-11,61.17,14
T1152,C1017,2023-12-17,28.51,17
T1153,C1216,2024-05-07,33.59,48
T1154,C1069,2023-04-17,23.32,13
T1155,C1063,2024-06-11,18.61,4
T1156,C1104,2024-02-13,54.91,47
T1157,C1166,2023-01-26,130.88,2
T1158,C1005,2023-11-06,10.94,17
T1159,C1168,2023-07-12,50.26,46
T1160,C1245,2024-02-10,15.34,4
T1161,C1003,2023-04-22,49.24,7
T1162,C1262,2023-10-13,15.67,27
T1163,C1039,2023-09-30,48.22,16
T1164,C1249,2023-10-17,38.53,19
T1165,C1107,2024-06-18,54.23,43
T1166,C1108,2024-06-30,63.99,17
T1167,C1053,2023-02-10,46.36,20
T1168,C1167,2024-04-01,49.16,12
T1169,C1071,2023-04-10,29.29,3
T1170,C1059,2023-04-01,34.5,28
T1171,C1202,2023-10-10,42.35,21
T1172,C1218,2024-07-19,48.33,3
T1173,C1288,2023-10-31,60.02,36
T1174,C1163,2023-12-06,65.4,31
T1175,C1137,2024-03-08,19.56,8
T1176,C1209,2023-10-04,89.62,24
T1177,C1193,2023-09-11,64.25,14
T1178,C1275,2024-02-08,49.36,44
T1179,C1228,2023-03-23,50.57,17
T1180,C1267,2024-05-25,26.63,45
T1181,C1201,2023-07-25,69.52,1
T1182,C1278,2023-12-08,6.78,27
T1183,C1197,2024-07-23,7.91,34
T1184,C1163,2024-03-18,75.34,17
T1185,C1000,2024-03-11,32.71,5
T1186,C1085,2024-04-18,44.12,4
T1187,C1260,2023-03-09,30.39,11
T1188,C1199,2023-09-13,74.08,9
T1189,C1048,2024-04-13,24.99,22
T1190,C1014,2023-06-01,50.44,10
T1191,C1054,2023-06-30,65.1,38
T1192,C1058,2024-05-24,117.97,38
T1193,C1152,2024-03-29,91.87,5
T1194,C1079,2023-05-26,51.85,14
T1195,C1176,2023-01-08,80.83,48
T1196,C1219,2023-10-08,36.89,19
T1197,C1226,2024-05-20,50.74,25
T1198,C1233,2023-11-14,78.69,12
T1199,C1087,2023-04-05,108.92,9
T1200,C1280,2023-10-07,21.69,10
T1201,C1283,2023-09-22,39.47,9
T1202,C1023,2023-12-17,67.86,25
T1203,C1188,2024-01-19,73.91,27
T1204,C1125,2023-05-22,61.42,28
T1205,C1253,2023-10-22,46.54,5
T1206,C1202,2023-10-12,26.28,42
T1207,C1143,2023-04-06,22.41,8
T1208,C1106,2023-10-17,66.62,11
T1209,C1021,2023-03-22,35.97,47
T1210,C1105,2023-04-24,44.54,7
T1211,C1003,2023-06-15,31.56,43
T1212,C1288,2024-07-17,38.25,33
T1213,C1192,2023-01-31,27.66,31
T1214,C1162,2024-05-12,40.9,20
T1215,C1127,2023-05-06,43.07,37
T1216,C1194,2024-07-03,66.39,43
T1217,C1132,2023-03-17,27.59,6
T1218,C1273,2023-12-20,13.07,13
T1219,C1097,2023-09-27,40.36,14
T1220,C1132,2023-05-12,59.4,15
T1221,C1053,2023-07-26,35.91,1
T1222,C1213,2023-08-24,80.03,11
T1223,C1142,2023-12-07,50.26,29
T1224,C1083,2024-03-01,28.1,49
T1225,C1076,2023-06-12,75.38,1
T1226,C1255,2023-08-10,61.75,8
T1227,C1267,2023-01-20,43.42,6
T1228,C1061,2023-05-31,41.21,36
T1229,C1053,2023-07-12,23.47,49
T1230,C1174,2024-04-13,11.25,16
T1231,C1290,2024-03-14,66.95,5
T1232,C1178,2024-03-23,79.43,42
T1233,C1258,2023-05-29,69.01,49
T1234,C1229,2023-05-05,53.75,12
T1235,C1115,2023-08-23,39.09,27
T1236,C1085,2023-09-05,119.49,16
T1237,C1231,2024-03-13,59.42,24
T1238,C1171,2024-05-17,93.19,20
T1239,C1174,2023-08-24,46.98,7
T1240,C1014,2023-05-05,75.46,40
T1241,C1139,2024-05-29,80.98,20
T1242,C1232,2023-11-08,29.37,11
T1243,C1243,2024-06-16,19.67,18
T1244,C1162,2023-08-15,70.84,25
T1245,C1249,2023-06-30,86.53,35
T1246,C1241,2023-02-04,71.53,20
T1247,C1060,2024-03-02,40.21,49
T1248,C1215,2023-10-15,16.08,3
T1249,C1271,2023-05-27,32.77,16
T1250,C1143,2023-09-17,90.62,19
T1251,C1009,2023-03-22,81.49,2
T1252,C1294,2024-07-17,42.28,2
T1253,C1001,2023-09-11,81.12,48
T1254,C1026,2023-06-24,45.15,15
T1255,C1145,2023-12-16,28.36,24
T1256,C1098,2024-04-05,50.71,27
T1257,C1090,2024-06-26,31.38,21
T1258,C1280,2024-01-31,84.66,13
T1259,C1126,2023-03-26,31.11,38
T1260,C1023,2023-08-31,58.57,43
T1261,C1143,2024-02-18,97.25,32
T1262,C1080,2024-04-22,49.06,36
T1263,C1140,2023-10-03,30.75,27
T1264,C1250,2024-05-09,87.35,6
T1265,C1272,2023-03-18,67.35,7
T1266,C1213,2023-07-19,96.54,35
T1267,C1275,2024-07-18,48.11,40
T1268,C1066,2023-04-24,65.86,15
T1269,C1103,2024-02-08,46.85,12
T1270,C1237,2023-05-03,70.45,33
T1271,C1086,2023-03-16,53.23,30
T1272,C1172,2023-04-03,39.8,37
T1273,C1196,2024-06-09,22.83,10
T1274,C1093,2024-07-22,31.3,14
T1275,C1059,2023-03-01,40.26,12
T1276,C1000,2024-02-15,65.93,13
T1277,C1120,2023-02-23,68.32,31
T1278,C1123,2024-04-20,45.91,41
T1279,C1215,2023-07-12,81.97,37
T1280,C1218,2023-01-28,127.34,34
T1281,C1001,2024-06-28,40.06,48
T1282,C1144,2024-06-17,75.84,36
T1283,C1231,2023-01-20,64.41,34
T1284,C1290,2023-08-15,62.14,42
T1285,C1220,2024-06-16,54.33,32
T1286,C1087,2023-07-23,7.33,17
T1287,C1116,2023-12-21,92.32,30
T1288,C1111,2024-05-19,10.35,4
T1289,C1074,2023-02-08,59.36,15
T1290,C1001,2023-10-13,81.56,12
T1291,C1162,2023-11-26,72.36,45
T1292,C1081,2024-06-20,24.83,2
T1293,C1088,2023-09-24,22.03,29
T1294,C1110,2024-04-30,55.2,13
T1295,C1246,2023-11-24,14.95,3
T1296,C1217,2023-09-08,110.97,20
T1297,C1177,2024-03-03,120.96,24
T1298,C1219,2024-05-06,46.87,12
T1299,C1092,2024-01-29,45.56,17
T1300,C1114,2023-12-25,58.05,29
T1301,C1242,2024-08-01,146.04,8
T1302,C1187,2023-12-16,26.54,9
T1303,C1182,2023-04-01,30.23,34
T1304,C1060,2024-06-17,66.28,25
T1305,C1039,2024-04-16,37.09,40
T1306,C1067,2023-08-03,83.56,4
T1307,C1124,2023-08-27,155.64,44
T1308,C1080,2024-01-21,81.18,26
T1309,C1146,2024-03-30,33.35,43
T1310,C1080,2024-02-13,57.19,39
T1311,C1283,2024-06-01,44.18,49
T1312,C1290,2023-02-10,24.02,5
T1313,C1096,2024-07-29,77.08,10
T1314,C1223,2023-10-10,106.36,18
T1315,C1134,2023-06-04,73.78,28
T1316,C1239,2023-05-06,131.92,29
T1317,C1293,2023-09-20,29.74,20
T1318,C1248,2023-06-25,47.02,47
T1319,C1127,2024-06-30,19.41,36
T1320,C1148,2023-10-16,55.93,2
T1321,C1248,2024-07-02,109.05,34
T1322,C1111,2024-01-26,51.61,24
T1323,C1029,2023-08-05,41.16,4
T1324,C1113,2023-08-21,80.41,49
T1325,C1118,2024-06-29,105.38,14
T1326,C1024,2024-01-17,59.76,13
T1327,C1055,2023-08-24,49.79,11
T1328,C1119,2024-03-10,106.95,1
T1329,C1265,2023-08-06,70.52,4
T1330,C1121,2023-05-07,111.02,14
T1331,C1165,2024-03-14,34.83,14
T1332,C1090,2023-02-19,52.43,47
T1333,C1065,2023-10-01,35.82,24
T1334,C1051,2023-08-27,16.94,41
T1335,C1027,2023-09-17,25.39,16
T1336,C1021,2023-05-04,72.85,3
T1337,C1126,2023-08-12,87.0,8
T1338,C1170,2023-03-13,44.28,37
T1339,C1028,2023-09-09,40.03,40
T1340,C1270,2024-03-03,108.55,34
T1341,C1145,2023-03-23,33.71,4
T1342,C1262,2023-03-29,73.05,30
T1343,C1218,2023-02-05,22.9,12
T1344,C1125,2024-04-27,15.4,45
T1345,C1093,2024-03-13,58.31,34
T1346,C1081,2023-01-26,49.64,8
T1347,C1050,2023-11-24,34.29,20
T1348,C1150,2023-09-29,17.18,20
T1349,C1108,2024-01-25,61.33,32
T1350,C1148,2023-08-05,30.01,37
T1351,C1049,2024-04-10,134.1,4
T1352,C1204,2023-10-22,71.44,29
T1353,C1253,2023-05-14,36.36,46
T1354,C1167,2023-10-19,23.78,26
T1355,C1028,2023-05-16,50.85,20
T1356,C1046,2023-10-19,33.56,49
T1357,C1222,2023-06-11,21.57,41
T1358,C1093,2023-09-09,75.78,38
T1359,C1100,2023-06-26,31.04,21
T1360,C1288,2023-10-31,72.76,32
T1361,C1218,2024-03-17,36.16,41
T1362,C1130,2024-02-04,65.49,24
T1363,C1231,2023-08-06,61.16,2
T1364,C1083,2023-10-17,95.97,22
T1365,C1040,2023-07-07,85.75,14
T1366,C1140,2023-06-30,27.71,5
T1367,C1226,2024-01-05,86.91,49
T1368,C1084,2024-03-30,141.85,18
T1369,C1283,2023-04-19,29.53,4
T1370,C1091,2023-05-29,81.11,31
T1371,C1170,2023-03-03,50.44,42
T1372,C1055,2024-07-29,66.98,17
T1373,C1193,2024-02-09,198.51,19
T1374,C1056,2023-04-02,6.56,20
T1375,C1096,2024-03-14,26.27,24
T1376,C1018,2023-06-27,56.45,11
T1377,C1052,2023-06-21,24.75,14
